Timestamp,Kraken Bid Depth,Kraken Ask Depth,Kucoin Bid Depth,Kucoin Ask Depth,MEXC Bid Depth,MEXC Ask Depth,Gate.io Bid Depth,Gate.io Ask Depth
2025-08-19T00:00:00+00:00,-1108.781867875004167706859883,843.08657478513569774787457142857142857143,-3475.7626939441426914631716242857142857142857,10017.45939862085699050036864285714285714286,-1634.6756204592569828218372,1577.467887732928447549814285714285714286,,
2025-08-20T00:00:00+00:00,-3575.440678153542939300359375,4034.372558755748382626459472222222222222222,-4270.067216714930268940393708333333333333333,5467.5587095989579667885149555555555555555556,-5030.74685468378448858396923611111111111111,3132.004352644409498476264423611111111111111,-6353.7322813965517241379310344828,8589.5190729224137931034482758621
2025-08-21T00:00:00+00:00,-13405.88488597937451001484756944444444444444,14161.10134444395034310423611111111111111,-13426.94151458333245093551986111111111111111,17971.5221342659685694310888888888888888889,-7585.785928334860932810269097222222222222222,8706.91950145079798908409652777777777777778,-16630.926662079861111111111111111,12478.372566902777777777777777778
2025-08-22T00:00:00+00:00,-17577.228262625772760124201388888888888889,17214.843830400221195012138888888888888889,-30379.2931416027748243861111111111111111,30688.670087037147761980729166666666666667,-6150.5597257510761251783229166666666666667,20932.228079738503598988930555555555555556,-34211.798627753472222222222222222,12789.273753003472222222222222222
2025-08-23T00:00:00+00:00,-14713.60685592184356028659375,19410.618003937161861873229166666666666667,-16259.71612516006769288902666666666666666667,29999.95000771075902860576388888888888889,-4940.76433823284703470000520833333333333333,19223.47125291228898054076388888888888889,-21302.088478631944444444444444444,14695.996050059027777777777777778
2025-08-24T00:00:00+00:00,-18630.588816527079144241909722222222222222,20423.3848296163551571112465277777777777778,-21311.027874950692372985798611111111111111,37216.2656397833287514085868055555555555556,-7505.000213893541247478333333333333333333,22128.33459269826218234680555555555555556,-26030.060954871527777777777777778,14428.149175166666666666666666667
2025-08-25T00:00:00+00:00,-24445.67329620963970166965277777777777778,24165.869798811556156415590277777777777778,-24499.010908408676919165,36922.5154489586775497576388888888888889,-16357.29680818673301795965277777777777778,15750.60412810867753528618055555555555556,-35197.386516493055555555555555556,14069.907881940972222222222222222
2025-08-26T00:00:00+00:00,-11048.5524803874056439243166666666666666667,10268.262735978891399970597222222222222222,-11549.171910941318511508615625,18361.7867190368044760897506944444444444444,-9150.199326382638226360706736111111111111111,8273.52392029180425758381319444444444444444,-14537.536104104166666666666666667,7228.74077471875
2025-08-27T00:00:00+00:00,-22883.552355756362209818152777777777777778,22089.69034925510246300979166666666666667,-29166.06380169131777119951388888888888889,18566.9849027965263672915243055555555555556,-8712.1291071456245448982258680555555555555556,12598.41011511215151128923368055555555555556,-12668.623643260416666666666666667,22343.092137909722222222222222222
2025-08-28T00:00:00+00:00,-32013.59564697417440005666666666666666667,32288.855010217163190015868055555555555556,-35429.5718733531234500826388888888888889,30335.2982882656238699694444444444444444,-15768.51475337489447687506944444444444444,15531.39270941402651598368055555555555556,-14755.831861243055555555555555556,35673.493299416666666666666666667
2025-08-29T00:00:00+00:00,-25509.731023152296752835798611111111111111,26479.96718219239419892277777777777777778,-27559.00362074062380578184375,28321.955133431596150353784722222222222222,-10998.1215097194781763337826388888888888889,10870.686254125311357867283020833333333333333,-14825.082736625,26917.117172670138888888888888889
2025-08-30T00:00:00+00:00,-25887.65473665440861575652777777777777778,21526.35680599953975545562465277777777777778,-24346.98663557152667405715625,26069.33713106979056463281215277777777777778,-9541.660664468957993160842708333333333333333,14612.88633711183932142852534722222222222222,-15177.275202541666666666666666667,22382.312311986111111111111111111
2025-08-31T00:00:00+00:00,-31705.539778263237592681875,21826.97094605662253038388888888888888889,-19885.326409085415697069243055555555555556,20934.25798445416630713715277777777777778,-2343.39243265524266719804479166666666666667,17803.1229195418045147715451388888888888889,-15484.858940451388888888888888889,16307.009907666666666666666666667
2025-09-01T00:00:00+00:00,-28907.0279286975961674715277777777777778,20565.7295502610361438677694444444444444444,-24647.365852145137469517406875,24434.8046400763879536421708333333333333333,-324.24787918093748275940131944444444444444,13778.4867166573256014621770833333333333333,-21892.9909853125,16509.509550722222222222222222222
2025-09-02T00:00:00+00:00,-26031.646186068567614592534722222222222222,23159.012907921116517855458333333333333333,-16231.004366495138096681762881944444444444444,20699.419345143053757860930555555555555556,-3035.532288243471642151381944444444444444,7535.3710946606589586100441319444444444444444,-14919.942396260416666666666666667,15973.986311059027777777777777778
2025-09-03T00:00:00+00:00,-32641.72670379170235627834375,16150.82815614231950584711631944444444444444,-17135.84442601770702298854166666666666667,22097.338583444790310487780798611111111111111,-562.1169343177083021476423611111111111111,14340.5853084918042014418784722222222222222,-16679.1481498437,13504.965501885416666666666666667
2025-09-04T00:00:00+00:00,-31008.0307460056216875923611111111111111,21324.2027722562548206993055555555555556,-12378.67181522673577116472222222222222222,20897.85257150312403112506944444444444444,-176.12305129819443546916076388888888888889,10841.1548517307631316384479166666666666667,-16854.877042149305555555555555556,11858.175367111111111111111111111
2025-09-05T00:00:00+00:00,-26708.670396607984574294230769230769230769,17010.8953340875370544796888111888111888112,-12826.21751308111810120541958041958041958,17022.09065021538324984006993006993006993,-3665.85910860927193750742832167832167832168,15395.4158550080575763695699300699300699301,-12133.548427803426573426573426573,13106.849603740909090909090909091
2025-09-06T00:00:00+00:00,-22826.59856992578676137666666666666666667,21602.240068067821776472756944444444444444,-13727.1705085100675349793784722222222222222,12637.27721365138799676943708333333333333333,-7202.64549440986025567526111111111111111111,10821.59490100173512336748229166666666666667,-9450.0626367013888888888888888889,11160.164356715277777777777777778
2025-09-07T00:00:00+00:00,-26495.535268558862854479131944444444444444,21807.675894767123431641416666666666666667,-13927.5641147458317554849153125,14200.493633672916135999043090277777777777778,-7705.02556590795045721753819444444444444444,11466.5439646257972526184375,-12312.521444506944444444444444444,10119.889862611111111111111111111
2025-09-08T00:00:00+00:00,-22997.337392112460217068715277777777777778,25828.70233775332785854680555555555555556,-13658.8068528725680836736569444444444444444,14264.9574217284710157114895833333333333333,-9414.3599585603813610002152777777777777778,12418.681562051561533905506944444444444444,-14335.140808524305555555555555556,10211.568232753472222222222222222
2025-09-09T00:00:00+00:00,-25737.94419233345319855729166666666666667,20201.837636551054310808090277777777777778,-15299.4978313104152774576284722222222222222,14776.82325107152648342881944444444444444,-10730.2810172394434781828784722222222222222,10319.99263139388822907770833333333333333,-9126.9432607534722222222222222222,15026.1963407188
2025-09-10T00:00:00+00:00,-26092.514835934477871527881944444444444444,15155.68239659880458887111111111111111111,-16615.02139088263822064548611111111111111,14255.9778170756939192659722222222222222,-10248.1453801155547922477888888888888888889,9811.72774736930475991709375,-9768.90968303125,13189.621086975694444444444444444
2025-09-11T00:00:00+00:00,-27656.53764677226935103298611111111111111,16484.862924963214273951979166666666666667,-14213.200740748957132545618055555555555556,9568.80272488333306061525,-10490.005057152950719696145833333333333333,10518.640385287256403238020833333333333333,-7158.7245178368055555555555555556,14120.845792236111111111111111111
2025-09-12T00:00:00+00:00,-26385.6675901235499029926145833333333333333,20130.59268743749202464451388888888888889,-12964.2212810090271961354166666666666667,17346.1735014284707941270833333333333333,-11338.51912645482554910111111111111111111,9525.2787398501382200907986111111111111111,-12778.433654659722222222222222222,12095.964453479166666666666666667
2025-09-13T00:00:00+00:00,-26064.78352770299443993434965277777777777778,25178.479061061462630988090277777777777778,-11256.167293610068803342881944444444444444,21515.14876258715184610729166666666666667,-12426.34668332673521917493055555555555556,6644.091107011040796062215277777777777778,-17490.984149684027777777777777778,9054.7911795590277777777777777778
2025-09-14T00:00:00+00:00,-27162.889436132752116708923611111111111111,27315.587844088780174616076388888888888889,-15092.33909100138815994375,17220.7851432906241051,-9759.3743910348948355877430555555555555556,10058.89815262607572368215277777777777778,-15642.485974152777777777777777778,11482.653214145833333333333333333
2025-09-15T00:00:00+00:00,-27647.34913669313027567189201388888888888889,27378.930408003762322715173611111111111111,-19042.04492452638786179965277777777777778,13772.28689383958264915798611111111111111,-12706.685511691075291536909722222222222222,8539.8885122444782165694444444444444444,-9731.1680874027777777777777777778,16203.284671760416666666666666667
2025-09-16T00:00:00+00:00,-32065.2937031309493946097222222222222222,23806.4132421919946076881944444444444444,-16297.348754739929819909375,13801.4652013628465073458333333333333333,-8882.464727702429681954930555555555555556,11937.6891015740963702680555555555555556,-8817.5659072847222222222222222222,17284.278733298611111111111111111
2025-09-17T00:00:00+00:00,-26410.42716867649857478631944444444444444,24364.2053461513739475013888888888888889,-14116.7466504131939662641076388888888888889,14767.8066316690968047354166666666666667,-9443.8400675184022778956597222222222222222,10376.256723362707438326576388888888888889,-8783.96168665625,15733.0937285313
2025-09-18T00:00:00+00:00,-27765.3981706136514020276701388888888888889,25008.879534998107205135173611111111111111,-13259.15755881355792724340277777777777778,15592.05680345083254578090277777777777778,-12878.390945118388752324270833333333333333,6582.9825234046480378096284722222222222222,-8357.4628469776041666666666666667,16360.397752264791666666666666667
2025-09-19T00:00:00+00:00,-28619.3430042764049579687604166666666666667,22052.852160272302715048798611111111111111,-11655.7982343815234390270590277777777777778,17251.903503879436413590625,-8477.82610323968904229037847222222222222222,7692.5742030435916035802222222222222222222,-8173.2434930686458333333333333333,16492.230004232395833333333333333
2025-09-20T00:00:00+00:00,-27889.8312872541941402344805555555555555556,25059.060422418282970093597222222222222222,-18359.1899655221624562611493055555555555556,9703.5360008436486634529444444444444444444,-4235.1195188879296356638736194444444444444444,9397.2750735977977101959239097222222222222222,-7558.3486992575,15157.714597655659722222222222222
2025-09-21T00:00:00+00:00,-26866.040088324885137774569444444444444444,26068.75617426128581266191875,-18538.79441054469333072521875,9662.2895505085199979548819444444444444444,-6074.0644462210875283605722222222222222222,12604.81789664467334875841493055555555555556,-6008.1337145091319444444444444444,13165.378608767013888888888888889
2025-09-22T00:00:00+00:00,-23304.8194093939773481152465277777777777778,24140.290134086584995590027777777777777778,-13242.189315616617474808199375,12893.14935429777375156553618055555555555556,-6981.7583792933334255730859375,11335.3481103531094861727715277777777777778,-9149.7953601613194444444444444444,11008.578979662638888888888888889
2025-09-23T00:00:00+00:00,-22447.3097905782521557630381944444444444444,30253.51397964096826273965625,-14024.0793136575928836523993055555555555556,13920.0613592223500136151125,-2640.912972366761576651410625,13382.225630548616163737736111111111111111,-14336.627990883472222222222222222,10671.974452673263888888888888889
2025-09-24T00:00:00+00:00,-26073.954387227377031636270833333333333333,27661.88107803496031644978125,-16449.7114502667418207502256944444444444444,11746.81611362077748998440625,-9468.3841537408270413107125,8690.84928175918680143906180555555555555556,-10229.049004931736111111111111111,14680.921912424618055555555555556
2025-09-25T00:00:00+00:00,-26769.786855810314440196653125,25967.668416537100997566791666666666666667,-13810.2115069210165535143090277777777777778,14543.9435350810028749426770833333333333333,-12171.3996857011876902066222222222222222222,8736.1255444009592699348964236111111111111111,-10222.790580084409722222222222222,14011.033701628715277777777777778
2025-09-26T00:00:00+00:00,-27808.861074633684027775388888888888888889,24540.4178062029082186160083333333333333333,-18893.639740169207949167097222222222222222,12718.13838961503362155196430555555555555556,-9511.1478384092649925678263888888888888889,8873.5031322335310682947638888888888888889,-8784.8758680872916666666666666667,15133.254185140763888888888888889
2025-09-27T00:00:00+00:00,-30228.2763224430882554354166666666666667,19671.0492203775506125047402777777777777778,-17469.3086260572909929284722222222222222,13234.4889474229157157104166666666666667,-12638.44458480215197741909722222222222222,5801.890742783332998696277951388888888888889,-8714.7517457083333333333333333333,16547.425345295138888888888888889
2025-09-28T00:00:00+00:00,-29100.0963845655535682618055555555555556,25131.778463118789500778784722222222222222,-15435.7936204899300869611111111111111111,15149.85917564027692276875,-15366.8176222074300882506944444444444444,6566.2705352413186452481631944444444444444,-8856.5021375868055555555555555556,17367.796087895833333333333333333
2025-09-29T00:00:00+00:00,-27468.6930932796378370265625,26883.238133848164535886631944444444444444,-15225.87203624652690385625,15531.12618336527713406354166666666666667,-10454.32526706315878563173611111111111111,10467.28129766576336627909722222222222222,-11820.074716815972222222222222222,14074.682296944444444444444444444
2025-09-30T00:00:00+00:00,-32948.66795314918941900104166666666666667,24408.96523314135578209965277777777777778,-14923.2794470159716574669340277777777777778,15173.8847243104163465659722222222222222,-8059.051375538575644860972222222222222222,10110.0318627044091286159722222222222222,-12650.842883381944444444444444444,12890.906638076388888888888888889
2025-10-01T00:00:00+00:00,-29698.31757911733544071895833333333333333,22820.62960724267546653236111111111111111,-12255.3993600864578267444444444444444444,17913.1351822663187794104166666666666667,-6750.490783367395633383923611111111111111,13690.12389374670058800659722222222222222,-13274.811900142361111111111111111,11288.092200819444444444444444444
2025-10-02T00:00:00+00:00,-22971.629360122641040883715277777777777778,26302.11796270307436899319444444444444444,-12893.395405077429844409375,16778.049065359721711362951388888888888889,-5468.527650413923397702258854166666666666667,11301.5616729762491192715381944444444444444,-9716.7282266631944444444444444444,14642.8857656875
2025-10-03T00:00:00+00:00,-16593.8628890856514152728298611111111111111,25466.347138885488728218229166666666666667,-9131.048999020832813424064236111111111111111,16951.790511627777270573722222222222222222,-5671.2618988629855737795701388888888888889,9458.382873166943761189935069444444444444444,-8039.5689905868055555555555555556,14696.159832670138888888888888889
2025-10-04T00:00:00+00:00,-13984.7157024142458140414895833333333333333,21809.3400049274045732588083333333333333333,-9737.38017355624949290209375,14387.925589329860814089491145833333333333333,-8891.578309465728273562278541666666666666667,8701.29895703302027864179513888888888888889,-7185.8135648055555555555555555556,12602.193627083333333333333333333
2025-10-05T00:00:00+00:00,-15172.9150589529084506465625,20768.6079977972940078296027777777777777778,-7413.39885587083270197625,16088.4294212642354740446840277777777777778,-7789.650205988159069328263888888888888889,10923.107730056631047613715277777777777778,-9190.7722466666666666666666666667,10379.779719795138888888888888889
2025-10-06T00:00:00+00:00,-20647.310393645626772577951388888888888889,22375.00249454028369368847222222222222222,-7943.7386278187493240318402777777777777778,9445.65597426354088048546875,-8755.3959420488186755054583333333333333333,8144.669264355208055759236111111111111111,-9403.2989135833333333333333333333,8363.0683158506944444444444444444
2025-10-07T00:00:00+00:00,-18057.8419782442792248670381944444444444444,18853.077757895891124019993055555555555556,-6818.35709516519020310405590277777777777778,7329.90884057405845320380416666666666666667,-6860.9598301053509572332965277777777777778,7454.35999887762859669006762847222222222222222,-8150.5818159347569444444444444444,6994.1010354961458333333333333333
2025-10-08T00:00:00+00:00,-23579.51130350280765636542895833333333333333,22468.0073850026985960622034722222222222222,-7748.58800728112392265216180555555555555556,7603.931377830978332564835069444444444444444,-7740.26826071948043542910555555555555555556,7964.01807756369066480829513888888888888889,-6952.3602848863194444444444444444,7574.7563269905208333333333333333
2025-10-09T00:00:00+00:00,-18980.3940289393667691938020833333333333333,18396.79310179208289257263013888888888888889,-6130.54289999920413493097597222222222222222,6101.419322474336401024376284722222222222222,-3084.002429279584502572107715277777777777778,3218.7688860444605445465805034722222222222222,-5151.8772024480208333333333333333,5599.7392681310416666666666666667
2025-10-10T00:00:00+00:00,-4647.7272884778992634696401979166666666666667,5031.961532834206549316087798611111111111111,-2586.962144079985834599695270833333333333333,2154.823107955895707781055729166666666666667,-155.56863693185416365029519340277777777777778,126.1664125164600601138232534722222222222222,-1675.74696871688,1638.5397492857638888888888888889
2025-10-11T00:00:00+00:00,-1314.5761864017793577253822118055555555555556,901.05356392467308792876287847222222222222222,-4097.0139948270833379783557465277777777777778,790.15784775366316160912393402777777777777778,-233.822491809010424297127951388888888888889,48.162479400277775296998305555555555555556,-344.50297071975694444444444444444,596.94528774659722222222222222222
2025-10-12T00:00:00+00:00,-3930.250813949130619439795729166666666666667,3191.17032758803489025268180555555555555556,-1838.86112766409023007126819444444444444444,2163.224674486822915470703923611111111111111,-55.9884013625124948340129895833333333333333,38.653340143891318711018368055555555555556,-1623.9184522505902777777777777778,1841.7338592840625
2025-10-13T00:00:00+00:00,-3841.43906029036764887175743055555555555556,4516.386138164415192471821875,-2252.9001593334583015268053125,2193.28382133289576914050875,-258.1799365941482577759650451388888888888889,107.477163814745132191746513888888888888889,-2040.6042211105902777777777777778,2098.1525922889583333333333333333
2025-10-14T00:00:00+00:00,-3865.3471369982577884086986111111111111111,4140.334710231376825919346875,-2344.803749883965265023420631944444444444444,2694.5344144073400821134673611111111111111,-282.9342246426361005493918298611111111111111,222.3067461420076304099549826388888888888889,-2716.6597433029166666666666666667,2709.7996220636458333333333333333
2025-10-15T00:00:00+00:00,-4096.38403745898785869055798611111111111111,4782.46891485242728627591909722222222222222,-2089.23562879555207098038784722222222222222,4840.8268989382222010380340277777777777778,-190.767234338121176564246513888888888888889,132.4003116145652733752282951388888888888889,-2991.3684554054861111111111111111,2708.9749641694097222222222222222
2025-10-16T00:00:00+00:00,-3952.6846171259078584803006944444444444444,3966.97874377239629120958854166666666666667,-2869.19577687508323392189430555555555555556,10121.85969995376384733435034722222222222222,-168.6810510479090163875520833333333333333,453.470956906935065511135930555555555555556,-3215.5244031618055555555555555556,2876.1294147998958333333333333333
2025-10-17T00:00:00+00:00,-3604.015320234358487536374826388888888888889,3984.41361778484419267561354166666666666667,-1470.394376895114535349441840277777777777778,1437.57088000149994095566645833333333333333,-79.5759437952770828775179236111111111111111,43.7902804139374968093148125,-3001.1233885667013888888888888889,2608.1957361504513888888888888889
2025-10-18T00:00:00+00:00,-4166.8102956958275793833083333333333333333,4732.40216203049421285547534722222222222222,-4675.4307577619683163246104166666666666667,2733.58862561153123016312993055555555555556,-397.1015572290010301839801145833333333333333,54.1993412878253441606099479166666666666667,-2878.9387947642708333333333333333,3095.5396096000694444444444444444
2025-10-19T00:00:00+00:00,-4080.0444146246831884783714285714285714286,4660.34517453288708619799285714285714285714,-2743.6310022961916990302984962406015037594,3082.63058561433839941080842105263157894737,-1264.961008078198866289030864661654135338346,666.400451758300709553050037593984962406015,-2855.9368494772556390977443609023,3392.3564609536466165413533834586
2025-10-20T00:00:00+00:00,-3787.1214410613155446679364963503649635036,3146.23639161812106879745510948905109489051,-3061.6786268191605927387350364963503649635,3188.7025711684594587652770072992700729927,-266.891184322575540826498744525547445255474,1033.8493381270748134063849379562043795620438,-2908.5055552201824817518248175182,4536.0058107135036496350364963504
2025-10-21T00:00:00+00:00,-3880.7364465702945697773416666666666666667,1531.9588439863301700888159722222222222222,-3328.06910718371843555351840277777777777778,3135.178458394801928783451388888888888889,-10.676670920061805302238576388888888888889,710.6493847312715149422589930555555555555556,-2811.4648150607291666666666666667,5261.5878981346180555555555555556
2025-10-22T00:00:00+00:00,-3594.44393169480543242210451388888888888889,3774.18454150561892510460520833333333333333,-3326.76280746399622392710243055555555555556,3088.54417814328112614628159722222222222222,-26.434637822322916666666666666667,19.190890845508333724869256944444444444444,-2526.8861560898958333333333333333,2580.7639768189930555555555555556
2025-10-23T00:00:00+00:00,-4550.691867228633774189246875,4290.00569418719249458265243055555555555556,-3096.27652345078819099489409722222222222222,3604.271935459843382571115451388888888888889,-77.116074801892706045830671180555555555555556,1782.453677287401041507458930555555555555556,-1466.2077920506597222222222222222,1447.1670333345138888888888888889
2025-10-24T00:00:00+00:00,-6981.11910372847689286425302430555555555555556,8459.162971122858661049802430555555555555556,-6238.75347434581908754583993055555555555556,11981.25465151867308329725,-5899.83647911593935815308354166666666666667,5007.91848218932881995690673611111111111111,-6063.7156087567013888888888888889,11280.130821960173611111111111111
2025-10-25T00:00:00+00:00,-13703.837044496578086189315625,8717.1194145728171401357996180555555555555556,-9779.6838212156558193804930555555555555556,7433.251101410044694520088541666666666666667,-3898.33923282081311241090326388888888888889,160.594859490575348124355625,-10080.712509526041666666666666667,9011.2223127185763888888888888889
2025-10-26T00:00:00+00:00,-12123.2217110601111935150298611111111111111,9232.6413898059943465090902777777777777778,-11298.304359298266568042819444444444444444,7457.70533333235732089594791666666666666667,-314.75042218682325579693243055555555555556,2317.45586444296941943913034722222222222222,-11480.4403908812,10982.003693525381944444444444444
2025-10-27T00:00:00+00:00,-10912.0979861844989334532347222222222222222,8856.74498607792827538870416666666666666667,-9151.19393513977310386307916666666666666667,7353.314129509482348608935069444444444444444,-5159.88113951347381944547416666666666666667,6016.691408648110940604647534722222222222222,-10350.977635157326388888888888889,9089.91075779063
2025-10-28T00:00:00+00:00,-13119.3532940920505211640958333333333333333,12856.03142903223879219063854166666666666667,-11954.167663755398643442576388888888888889,11671.1211888723815645365076388888888888889,-6389.398718989474947700873020833333333333333,6411.797513904499116208798611111111111111,-12589.3282848290625,12340.871248714375
2025-10-29T00:00:00+00:00,-13503.148658142644762774230243055555555555556,11960.324232424028615590759375,-10536.2933211018711454036902777777777777778,11133.3327567447634552511009375,-5849.0203905208971708042264826388888888888889,5825.630019013477997048667604166666666666667,-12198.358686524895833333333333333,11808.2089511196875
2025-10-30T00:00:00+00:00,-14095.1640426794630306961694444444444444444,11776.59695611513590192545104166666666666667,-11803.2729744055651796219756944444444444444,11258.6224733832877397684291666666666666667,-6035.918584441448045506649888888888888888889,5423.97568424199584721515625,-12653.200554244861111111111111111,11927.229154233402777777777777778
2025-10-31T00:00:00+00:00,-15249.1271356602687600209638888888888888889,12023.0901156359612073563826388888888888889,-11947.3095356000306287646236111111111111111,11090.4454086996280716695194444444444444444,-5971.399151747404461689977458333333333333333,9862.4136570747800088574166666666666666667,-12804.631512006666666666666666667,13201.899581693715277777777777778
2025-11-01T00:00:00+00:00,-21603.9696653543952553988326388888888888889,11002.6769291137657233348840277777777777778,-12100.11864307082928459590625,12089.517675024510106702479166666666666667,-5697.17260370612838696159701388888888888889,14219.259376871454670556038298611111111111111,-11689.262739319652777777777777778,14511.039963639027777777777777778
2025-11-02T00:00:00+00:00,-6924.272274258227081649215277777777777778,6433.40275085705390185324201388888888888889,-12922.693285244130770424770833333333333333,15913.85300666192345231540625,-6387.4769076487321948141493055555555555556,8343.5933514484376759862222222222222222222,-13241.232932775659722222222222222,14700.092231645416666666666666667
2025-11-03T00:00:00+00:00,-13783.97911940374422607229340277777777777778,12373.563855073825119769416666666666666667,-10879.0693306464751195463159722222222222222,9827.564502247697792653947569444444444444444,-5702.371350947502868443606006944444444444444,9329.2075620956586330201180555555555555556,-10019.626456855729166666666666667,15232.477860098854166666666666667
2025-11-04T00:00:00+00:00,-12381.9556807678191103654944444444444444444,13332.21567582172241863481006944444444444444,-9262.946705287169608306748263888888888888889,11385.685812644041175529520833333333333333,-6474.9609101265436269618576388888888888889,6342.3503482915339364005,-11948.926737188680555555555555556,12419.449887394861111111111111111
2025-11-05T00:00:00+00:00,-12880.1427205276570427826715277777777777778,12956.40708725049995462824479166666666666667,-11683.5333875644090250329784722222222222222,12396.7197029053710202347673611111111111111,-6318.63913667892550494175,7962.0494939816172878130833333333333333333,-12923.867085587569444444444444444,13182.854988260833333333333333333
2025-11-06T00:00:00+00:00,-14251.99239445932289684325520833333333333333,10587.38520293641782489438993055555555555556,-9647.9951695162705195518680555555555555556,8064.5827743671696396711388888888888888889,-1678.731668610671798661655104166666666666667,4391.8834738800387363129131944444444444444,-12089.689014089513888888888888889,10854.260887660208333333333333333
2025-11-07T00:00:00+00:00,-10996.39312895107737412433277777777777777778,12613.71303574105446043565,-2280.450518121041468153834895833333333333333,2699.6816000832707110350361111111111111111,-5733.32210305899597258409375,5657.949697738404996495766840277777777777778,-4977.1663588282638888888888888889,11692.539235066597222222222222222
2025-11-08T00:00:00+00:00,-13654.2144798706185386489819444444444444444,12286.7518512814664738216638888888888888889,-7991.672325966735810075067708333333333333333,7041.332017883975645471610069444444444444444,-3751.98094270053606096298368055555555555556,244.52932989159024347752854166666666666667,-8598.2451980804166666666666666667,7709.5166856101736111111111111111
2025-11-09T00:00:00+00:00,-13741.946685789677420911725,12818.68883621159593989902881944444444444444,-11372.578821547569188638298611111111111111,11357.1175826644647748246979166666666666667,-6286.0267027905250316215625,6304.781127944901413710049375,-12792.274793626805555555555555556,13249.225339524479166666666666667
2025-11-10T00:00:00+00:00,-13521.05991692118898746528715277777777777778,12469.69044080359991076341701388888888888889,-11884.4746626079095508349756944444444444444,10910.876919405628129749451388888888888889,-6479.9822104587315546141284722222222222222,6467.750165723450110459298611111111111111,-16260.367898389027777777777777778,13984.641752923541666666666666667
2025-11-11T00:00:00+00:00,-13751.5805909540026853460776595744680851064,11516.75812673434097672886117021276595744681,-9964.6944047786858629775042553191489361702,5262.82651366727663993877712765957446808511,-6447.5137745682317381184840425531914893617,6431.1888323062858510428457446808510638298,-13069.83114686569148936170212766,10929.815105792393617021276595745
